transactions,date,day_of_week,customer_name,age_group,gender,occupation,city,township,platform,device_type,transaction_type,amount_mmk,fee_mmk,net_amount_mmk,status
TXN-RFMH-83734665,27-Feb-24,Tuesday,Kyaw Nge,45-54,Male,Farmer,Pathein,Maubin,KBZPay,Android,Cash In,321000,0,321000,Completed
TXN-BYDH-90636717,13-Mar-24,Wednesday,Khin Win,25-34,Female,Private Sector Employee,Bago,Tanatpin,AYAPay,Android,Merchant Payment,24000,0,24000,Completed
TXN-ZAVX-70520811,15-Dec-24,Sunday,Ei Shwe,35-44,Male,Freelancer,Naypyitaw,Dekkhina,OK Dollar,Android,Bill Payment,180500,0,180500,Completed
TXN-VGHP-25325666,3-Dec-24,Tuesday,Thu Tun,35-44,Female,Business Owner,Myitkyina,Waingmaw,OK Dollar,Android,Bill Payment,105500,0,105500,Completed
TXN-UGAV-86293469,25-Oct-24,Friday,Daw Wai,35-44,Female,Student,Dawei,Yebyu,KBZPay,Android,Mobile Top-up,3500,0,3500,Completed
TXN-UIDP-43859469,17-Apr-24,Wednesday,Thu Kyaw,55+,Male,Government Employee,Naypyitaw,Dekkhina,KBZPay,Android,Bill Payment,104500,0,104500,Completed
TXN-VUAO-95977744,23-Dec-24,Monday,Phyu Thu,25-34,Female,Business Owner,Taunggyi,Taunggyi Township,AYAPay,Android,Mobile Top-up,3000,0,3000,Completed
TXN-DLUF-55176766,5-Apr-24,Friday,Aung Win,25-34,Female,Farmer,Mawlamyine,Kyaikmaraw,KBZPay,Android,Merchant Payment,87000,0,87000,Completed
TXN-HRVU-43699912,20-Mar-24,Wednesday,Pyae Htay,25-34,Male,Student,Naypyitaw,Ottarathiri,OK Dollar,Android,Mobile Top-up,11000,0,11000,Completed
TXN-UMEN-17305430,2-Jul-24,Tuesday,Pyae Myint,55+,Female,Business Owner,Naypyitaw,Ottarathiri,OK Dollar,Android,Merchant Payment,7500,0,7500,Completed
TXN-EOSI-89470173,22-May-24,Wednesday,Wai Mon,25-34,Male,Business Owner,Bago,Tanatpin,KBZPay,Android,Merchant Payment,68000,0,68000,Completed
TXN-XCQN-42849357,3-Mar-24,Sunday,Aung Kyaw,35-44,Male,Business Owner,Taunggyi,Hopong,KBZPay,Android,Merchant Payment,38000,0,38000,Completed
TXN-YEGE-76454155,2-Aug-24,Friday,Thu Wai,18-24,Male,Student,Taunggyi,Taunggyi Township,Wave Money,Android,Merchant Payment,115500,0,115500,Completed
TXN-EGJT-61959684,23-Dec-24,Monday,Daw Wai,35-44,Female,Student,Dawei,Yebyu,AYAPay,Android,Cash In,609000,0,609000,Completed
TXN-WBDC-45104742,6-Aug-24,Tuesday,Myo Kyaw,18-24,Female,Business Owner,Dawei,Yebyu,Wave Money,Android,Merchant Payment,21000,0,21000,Completed
TXN-EMJD-61822728,31-Jul-24,Wednesday,Su Htay,35-44,Male,Freelancer,Mawlamyine,Mudon,KBZPay,Android,Mobile Top-up,20000,0,20000,Completed
TXN-EHBL-42591270,21-Jul-24,Sunday,Kyaw Aung,45-54,Female,Government Employee,Pathein,Yegyi,KBZPay,Android,Bill Payment,24500,0,24500,Completed
TXN-YJRD-97394905,27-Jul-24,Saturday,Thet Thu,18-24,Male,Healthcare Worker,Dawei,Yebyu,Wave Money,Android,Merchant Payment,64500,0,64500,Completed
TXN-PMRN-82962281,26-Jul-24,Friday,Mg Htay,18-24,Male,Private Sector Employee,Taunggyi,Taunggyi Township,CB Pay,Android,Bill Payment,173000,0,173000,Completed
TXN-YQEQ-77517514,11-Sep-24,Wednesday,Khin Hlaing,45-54,Female,Trader / Merchant,Myitkyina,Waingmaw,OK Dollar,Android,Merchant Payment,30500,0,30500,Completed
TXN-IZGV-73024794,19-Apr-24,Friday,Soe Min,35-44,Female,Trader / Merchant,Myitkyina,Waingmaw,AYAPay,Android,Merchant Payment,58500,0,58500,Completed
TXN-CXPH-61204047,20-Jun-24,Thursday,Nyein Nge,45-54,Male,Government Employee,Bago,Waw,Wave Money,Android,Cash In,145000,0,145000,Completed
TXN-PAHS-90573299,2-May-24,Thursday,Thet Shwe,18-24,Male,Trader / Merchant,Myitkyina,Waingmaw,Wave Money,Android,Cash In,403000,0,403000,Completed
TXN-YPJP-63003671,3-Oct-24,Thursday,Thura Naing,25-34,Male,Private Sector Employee,Dawei,Yebyu,OK Dollar,Android,Merchant Payment,16500,0,16500,Completed
TXN-DREY-69744172,21-Feb-24,Wednesday,Ma Zin,25-34,Male,Government Employee,Taunggyi,Taunggyi Township,Wave Money,Android,Mobile Top-up,5000,0,5000,Completed
TXN-VZKC-96660261,9-Jun-24,Sunday,Su Moe,45-54,Female,Trader / Merchant,Taunggyi,Taunggyi Township,CB Pay,Android,Bill Payment,113000,0,113000,Completed
TXN-OZFP-18085206,4-Nov-24,Monday,Daw Nyi,45-54,Male,Private Sector Employee,Dawei,Longlon,Wave Money,Android,Cash In,613000,0,613000,Completed
TXN-FJEF-02436815,27-Mar-24,Wednesday,Htet Htay,35-44,Female,Healthcare Worker,Naypyitaw,Pobbathiri,AYAPay,Android,Bill Payment,170000,0,170000,Completed
TXN-AECB-37407032,18-Aug-24,Sunday,Myat Aye,18-24,Female,Private Sector Employee,Dawei,Dawei Township,KBZPay,Android,Mobile Top-up,6500,0,6500,Completed
TXN-ORNT-40453891,19-May-24,Sunday,Nan Nyi,25-34,Female,Trader / Merchant,Dawei,Yebyu,Wave Money,Android,Mobile Top-up,3500,0,3500,Completed
TXN-MDKY-65105847,22-Feb-24,Thursday,Myo Oo,18-24,Male,Factory Worker,Naypyitaw,Ottarathiri,Wave Money,Android,Bill Payment,170000,0,170000,Completed
TXN-CHZC-01896461,16-Apr-24,Tuesday,Aung Lin,35-44,Male,Freelancer,Mawlamyine,Mawlamyine Township,CB Pay,Android,Cash In,254500,0,254500,Completed
TXN-DMFB-03672241,1-Feb-24,Thursday,Nan Htay,18-24,Female,Trader / Merchant,Dawei,Dawei Township,Wave Money,Android,Bill Payment,114000,0,114000,Completed
TXN-TEBD-80897572,21-Oct-24,Monday,Myat Aung,25-34,Female,Business Owner,Dawei,Yebyu,KBZPay,Android,Mobile Top-up,2000,0,2000,Completed
TXN-VWWH-86066749,22-Nov-24,Friday,Naing Htay,45-54,Male,Business Owner,Mawlamyine,Mawlamyine Township,KBZPay,Android,Mobile Top-up,2500,0,2500,Completed
TXN-NTCK-42215484,4-Jan-24,Thursday,Htet Aye,18-24,Male,Trader / Merchant,Mawlamyine,Mudon,KBZPay,Android,Merchant Payment,37500,0,37500,Completed
TXN-NBHU-76957943,1-Oct-24,Tuesday,Aung Maung,35-44,Male,Factory Worker,Mawlamyine,Kyaikmaraw,KBZPay,Android,Merchant Payment,34000,0,34000,Completed
TXN-ONUR-55266567,18-Mar-24,Monday,Mg Soe,35-44,Female,Private Sector Employee,Myitkyina,Waingmaw,AYAPay,Android,Merchant Payment,48500,0,48500,Completed
TXN-IBAP-35647096,17-Aug-24,Saturday,Kyaw Thu,45-54,Female,Private Sector Employee,Pathein,Pathein Township,AYAPay,Android,Mobile Top-up,3000,0,3000,Completed
TXN-QLHL-91640281,23-Mar-24,Saturday,Wai Zaw,18-24,Female,Trader / Merchant,Naypyitaw,Zabuthiri,KBZPay,Android,Salary Credit,877000,0,877000,Completed
TXN-GSTN-79601307,12-Dec-24,Thursday,Phyo Naing,35-44,Male,Government Employee,Naypyitaw,Pobbathiri,Wave Money,Android,Cash In,219000,0,219000,Completed
TXN-WJOI-09198808,8-Jul-24,Monday,Mg Nge,18-24,Male,Private Sector Employee,Bago,Tanatpin,Wave Money,Android,Mobile Top-up,20000,0,20000,Completed
TXN-NVDV-53260021,18-Aug-24,Sunday,Yee Wai,18-24,Female,Factory Worker,Pathein,Yegyi,KBZPay,Android,Merchant Payment,81000,0,81000,Completed
TXN-IQPE-51937905,10-Apr-24,Wednesday,Mg Myint,18-24,Female,Private Sector Employee,Bago,Tanatpin,Wave Money,Android,Mobile Top-up,6500,0,6500,Completed
TXN-AKUC-15826128,13-Mar-24,Wednesday,Ma Zin,35-44,Female,Business Owner,Taunggyi,Hopong,KBZPay,Android,Cash In,339000,0,339000,Completed
TXN-SWBA-55968558,16-Jun-24,Sunday,Khin Myint,35-44,Male,Trader / Merchant,Bago,Bago Township,AYAPay,Android,Bill Payment,19000,0,19000,Completed
TXN-OKQC-41731462,8-Sep-24,Sunday,Nyein Moe,35-44,Male,Government Employee,Mawlamyine,Kyaikmaraw,OK Dollar,Android,Cash In,433000,0,433000,Completed
TXN-YVPK-28456861,22-Apr-24,Monday,Nge Tun,18-24,Female,Government Employee,Taunggyi,Hopong,AYAPay,Android,Bill Payment,76500,0,76500,Completed
TXN-GLKO-84072393,21-Sep-24,Saturday,Thura Maung,35-44,Female,Government Employee,Naypyitaw,Pobbathiri,KBZPay,Android,Mobile Top-up,5500,0,5500,Completed
TXN-VXJI-14626902,4-Nov-24,Monday,Phyu San,45-54,Male,Trader / Merchant,Mawlamyine,Kyaikmaraw,Wave Money,Android,Merchant Payment,17000,0,17000,Completed
TXN-RPTU-57805103,28-Mar-24,Thursday,Zaw Aung,35-44,Female,Government Employee,Sittwe,Myebon,KBZPay,Android,Cash In,215000,0,215000,Completed
TXN-TSFM-24844631,31-May-24,Friday,Yee Naing,25-34,Female,Private Sector Employee,Taunggyi,Hopong,KBZPay,Android,Cash In,243500,0,243500,Completed
TXN-OBCH-54615176,13-Jun-24,Thursday,Phyo Htay,25-34,Female,Student,Taunggyi,Hopong,Wave Money,Android,Bill Payment,43500,0,43500,Completed
TXN-RILX-34127732,8-Aug-24,Thursday,Thu Lwin,25-34,Female,Factory Worker,Mawlamyine,Kyaikmaraw,Wave Money,Android,Bill Payment,31000,0,31000,Completed
TXN-CAQG-47133884,2-Jul-24,Tuesday,Htet Htay,35-44,Male,Healthcare Worker,Naypyitaw,Ottarathiri,KBZPay,Android,Bill Payment,133500,0,133500,Completed
TXN-SLAK-49235958,24-Feb-24,Saturday,Soe Moe,25-34,Female,Factory Worker,Myitkyina,Myitkyina Township,Wave Money,Android,Mobile Top-up,9000,0,9000,Completed
TXN-MBHN-65568391,29-Feb-24,Thursday,Htet Lwin,35-44,Male,Business Owner,Bago,Tanatpin,Wave Money,Android,Bill Payment,49000,0,49000,Completed
TXN-HYCP-95654195,24-Aug-24,Saturday,Myo Khaing,25-34,Female,Government Employee,Sittwe,Myebon,Wave Money,Android,Bill Payment,54500,0,54500,Completed
TXN-MZIR-09998517,24-May-24,Friday,Aye Lay,55+,Male,Freelancer,Pathein,Yegyi,Wave Money,Android,Cash In,228000,0,228000,Completed
TXN-FRQM-93137267,3-Jan-24,Wednesday,Thu Zin,35-44,Male,Private Sector Employee,Naypyitaw,Ottarathiri,AYAPay,Android,Mobile Top-up,8000,0,8000,Completed
TXN-VHCQ-43396816,7-Nov-24,Thursday,Aye Khaing,25-34,Male,Private Sector Employee,Mawlamyine,Kyaikmaraw,KBZPay,Android,Merchant Payment,62000,0,62000,Completed
TXN-DGDH-21459134,15-Sep-24,Sunday,Min Zaw,55+,Female,Farmer,Dawei,Yebyu,KBZPay,Android,Bill Payment,26000,0,26000,Completed
TXN-DGOA-67650709,27-Jun-24,Thursday,Phyo Shwe,25-34,Female,Government Employee,Taunggyi,Lawksawk,Wave Money,Android,Bill Payment,200000,0,200000,Completed
TXN-OZJL-24264541,14-Nov-24,Thursday,Ko Thant,25-34,Male,Business Owner,Bago,Tanatpin,CB Pay,Android,Mobile Top-up,6000,0,6000,Completed
TXN-BBUS-84468362,21-Feb-24,Wednesday,Su Nge,18-24,Male,Farmer,Mawlamyine,Kyaikmaraw,KBZPay,Android,Bill Payment,117500,0,117500,Completed
TXN-GPUV-12815764,23-Oct-24,Wednesday,Thet Nge,45-54,Female,Factory Worker,Naypyitaw,Zabuthiri,AYAPay,Android,Bill Payment,200000,0,200000,Completed
TXN-PWAX-46121956,25-Feb-24,Sunday,Ko Htay,25-34,Male,Government Employee,Mawlamyine,Kyaikmaraw,OK Dollar,Android,Merchant Payment,77000,0,77000,Completed
TXN-CDUJ-26770226,14-Apr-24,Sunday,Phyu Nyi,25-34,Female,Government Employee,Bago,Bago Township,CB Pay,Android,Bill Payment,59500,0,59500,Completed
TXN-HTNM-24813773,12-Nov-24,Tuesday,Zaw Oo,55+,Male,Student,Taunggyi,Taunggyi Township,AYAPay,Android,Bill Payment,47000,0,47000,Completed
TXN-RCMR-53285628,24-Jan-24,Wednesday,Ko Nyi,25-34,Male,Freelancer,Dawei,Longlon,Wave Money,Android,Cash In,581500,0,581500,Completed
TXN-LVLJ-16121889,6-Jun-24,Thursday,Zaw Zaw,25-34,Female,Trader / Merchant,Taunggyi,Lawksawk,CB Pay,Android,Bill Payment,20500,0,20500,Completed
TXN-NUZI-36948717,27-Jun-24,Thursday,Ei Lin,25-34,Female,Private Sector Employee,Pathein,Maubin,KBZPay,Android,Merchant Payment,126000,0,126000,Completed
TXN-WCWF-21832523,4-Jan-24,Thursday,Ko Khaing,25-34,Male,Factory Worker,Taunggyi,Lawksawk,CB Pay,Android,Merchant Payment,114500,0,114500,Completed
TXN-DBWW-47422830,14-Jan-24,Sunday,Min Khaing,55+,Male,Government Employee,Sittwe,Sittwe Township,OK Dollar,Android,Bill Payment,62500,0,62500,Completed
TXN-ETBX-93731984,21-Sep-24,Saturday,Soe Oo,25-34,Female,Trader / Merchant,Pathein,Pathein Township,OK Dollar,Android,Mobile Top-up,18000,0,18000,Completed
TXN-FBRN-76120294,13-Feb-24,Tuesday,Ma Aung,35-44,Female,Farmer,Pathein,Maubin,KBZPay,Android,Cash In,1000000,0,1000000,Completed
TXN-MQRV-83764762,17-Jun-24,Monday,Nyein Min,25-34,Female,Trader / Merchant,Bago,Tanatpin,CB Pay,Android,Bill Payment,96500,0,96500,Completed
TXN-LTJA-35266775,16-Jan-24,Tuesday,Min Win,35-44,Male,Business Owner,Bago,Tanatpin,AYAPay,Android,Mobile Top-up,12500,0,12500,Completed
TXN-RFSB-25661203,24-Dec-24,Tuesday,Thida Shwe,25-34,Female,Factory Worker,Naypyitaw,Dekkhina,Wave Money,Android,Merchant Payment,128000,0,128000,Completed
TXN-DWLM-88570867,22-Dec-24,Sunday,Naing Nyi,25-34,Male,Private Sector Employee,Bago,Bago Township,Wave Money,Android,Mobile Top-up,5500,0,5500,Completed
TXN-YWDT-75098163,27-Jul-24,Saturday,Ma Aung,25-34,Female,Business Owner,Naypyitaw,Zabuthiri,Wave Money,Android,Bill Payment,24500,0,24500,Completed
TXN-UHNF-27028679,7-Mar-24,Thursday,Naing Nge,25-34,Male,Student,Naypyitaw,Dekkhina,Wave Money,Android,Merchant Payment,47000,0,47000,Completed
TXN-HOSB-35790824,2-Sep-24,Monday,Nyein Lay,18-24,Male,Government Employee,Mawlamyine,Mudon,OK Dollar,Android,Mobile Top-up,3500,0,3500,Completed
TXN-QXXD-80078800,31-Mar-24,Sunday,Khin Aye,18-24,Female,Student,Bago,Bago Township,AYAPay,Android,Bill Payment,35000,0,35000,Completed
TXN-HIQA-77432667,11-Mar-24,Monday,Yee Maung,25-34,Male,Government Employee,Bago,Tanatpin,AYAPay,Android,Merchant Payment,31000,0,31000,Completed
TXN-PQGE-37050873,3-May-24,Friday,Kyaw Zaw,18-24,Female,Business Owner,Naypyitaw,Ottarathiri,CB Pay,Android,Bill Payment,82500,0,82500,Completed
TXN-VFAI-68376005,21-Sep-24,Saturday,Nge Htun,25-34,Female,Private Sector Employee,Dawei,Yebyu,Wave Money,Android,Bill Payment,33000,0,33000,Completed
TXN-FXST-43184446,27-Aug-24,Tuesday,Nge Lay,55+,Female,Government Employee,Dawei,Dawei Township,KBZPay,Android,Merchant Payment,150000,0,150000,Completed
TXN-OALE-95335471,30-Dec-24,Monday,Myo Mon,35-44,Male,Government Employee,Naypyitaw,Pobbathiri,Wave Money,Android,Bill Payment,200000,0,200000,Completed
TXN-ZXFQ-82659296,22-May-24,Wednesday,Htet Mon,25-34,Male,Student,Taunggyi,Taunggyi Township,AYAPay,Android,Mobile Top-up,3500,0,3500,Completed
TXN-KXBU-48578718,2-Jan-24,Tuesday,Aye San,18-24,Male,Private Sector Employee,Mawlamyine,Mawlamyine Township,Wave Money,Android,Merchant Payment,52500,0,52500,Completed
TXN-FLVP-56538771,30-Oct-24,Wednesday,Aye Lwin,35-44,Male,Trader / Merchant,Bago,Waw,Wave Money,Android,Cash In,680500,0,680500,Completed
TXN-CRHH-96228803,2-Oct-24,Wednesday,Phyu San,18-24,Female,Private Sector Employee,Naypyitaw,Ottarathiri,Wave Money,Android,Bill Payment,148500,0,148500,Completed
TXN-OTBH-54344923,13-Sep-24,Friday,Thura Naing,25-34,Male,Private Sector Employee,Myitkyina,Waingmaw,CB Pay,Android,Mobile Top-up,5000,0,5000,Completed
TXN-VNTI-62130486,8-Apr-24,Monday,Myat San,55+,Male,Government Employee,Bago,Bago Township,KBZPay,Android,Bill Payment,51500,0,51500,Completed
TXN-QWKJ-88802782,1-Feb-24,Thursday,Nge Aung,25-34,Male,Business Owner,Taunggyi,Taunggyi Township,Wave Money,Android,Mobile Top-up,4000,0,4000,Completed
TXN-YOQN-71142685,16-Nov-24,Saturday,Thu Moe,25-34,Male,Trader / Merchant,Mawlamyine,Kyaikmaraw,CB Pay,Android,Bill Payment,69000,0,69000,Completed
TXN-BULG-14029308,27-Jan-24,Saturday,Yee San,18-24,Male,Farmer,Naypyitaw,Pobbathiri,AYAPay,Android,Bill Payment,46000,0,46000,Completed
TXN-HQTP-43870608,11-Nov-24,Monday,Phyu Tun,25-34,Male,Factory Worker,Sittwe,Ponnagyun,Wave Money,Android,Salary Credit,1292500,0,1292500,Completed
TXN-JHBS-92921307,9-Jan-24,Tuesday,Kyaw Oo,35-44,Female,Government Employee,Pathein,Yegyi,AYAPay,Android,Cash In,331500,0,331500,Completed
TXN-TQRI-63828919,1-Oct-24,Tuesday,Thet Nyi,18-24,Female,Private Sector Employee,Mawlamyine,Mawlamyine Township,AYAPay,Android,Cash In,920000,0,920000,Completed
TXN-SQVQ-55371160,1-Oct-24,Tuesday,Min Htay,18-24,Male,Trader / Merchant,Taunggyi,Hopong,KBZPay,Android,Salary Credit,458500,0,458500,Completed
TXN-QGPC-84640774,10-May-24,Friday,Yee Win,18-24,Female,Business Owner,Dawei,Yebyu,KBZPay,Android,Cash In,817500,0,817500,Completed
TXN-RRWM-26286805,14-Jun-24,Friday,Phyo Tun,18-24,Female,Private Sector Employee,Dawei,Longlon,KBZPay,Android,Mobile Top-up,1500,0,1500,Completed
TXN-ZYOX-70188912,30-Sep-24,Monday,Nyein Wai,18-24,Female,Private Sector Employee,Mawlamyine,Kyaikmaraw,AYAPay,Android,Merchant Payment,30000,0,30000,Completed
TXN-FSON-86624706,2-Jul-24,Tuesday,Kyaw Mon,35-44,Male,Freelancer,Pathein,Yegyi,CB Pay,Android,Salary Credit,1524500,0,1524500,Completed
TXN-SLUN-94432272,21-May-24,Tuesday,Phyo Aung,25-34,Male,Student,Myitkyina,Waingmaw,Wave Money,Android,Mobile Top-up,6500,0,6500,Completed
TXN-DSAS-29207509,19-Feb-24,Monday,Wai Win,25-34,Male,Student,Naypyitaw,Dekkhina,AYAPay,Android,Mobile Top-up,15500,0,15500,Completed
TXN-DSVF-08234961,22-Nov-24,Friday,Ma Naing,18-24,Male,Private Sector Employee,Taunggyi,Lawksawk,Wave Money,Android,Merchant Payment,144500,0,144500,Completed
TXN-QXYE-17105729,25-Aug-24,Sunday,Khin Aye,18-24,Male,Private Sector Employee,Taunggyi,Lawksawk,CB Pay,Android,Bill Payment,96500,0,96500,Completed
TXN-EXBO-16326702,3-Apr-24,Wednesday,Khin Win,45-54,Female,Freelancer,Sittwe,Sittwe Township,KBZPay,Android,Merchant Payment,105000,0,105000,Completed
TXN-XOPO-00494704,11-Oct-24,Friday,Thu Soe,25-34,Male,Trader / Merchant,Mawlamyine,Mudon,KBZPay,Android,Mobile Top-up,1500,0,1500,Completed
TXN-APZW-41564921,12-Dec-24,Thursday,Aung Naing,35-44,Male,Student,Naypyitaw,Pobbathiri,KBZPay,Android,Bill Payment,130500,0,130500,Completed
TXN-QCBF-01586647,22-Oct-24,Tuesday,Daw Thu,18-24,Male,Government Employee,Naypyitaw,Zabuthiri,AYAPay,Android,P2P Transfer,206000,0,206000,Completed
TXN-DZPP-20426250,25-Jan-24,Thursday,Pyae Thant,45-54,Male,Private Sector Employee,Naypyitaw,Ottarathiri,Wave Money,Android,P2P Transfer,48500,0,48500,Completed
TXN-YNKO-89939752,3-Sep-24,Tuesday,Phyo Tun,35-44,Male,Government Employee,Sittwe,Myebon,KBZPay,Android,P2P Transfer,93000,0,93000,Completed
TXN-BVAT-36908174,11-Nov-24,Monday,Khin Lay,55+,Female,Government Employee,Sittwe,Myebon,AYAPay,Android,P2P Transfer,141000,0,141000,Completed
TXN-FDJW-86126086,30-Jan-24,Tuesday,Aye Thu,18-24,Male,Factory Worker,Mawlamyine,Kyaikmaraw,Wave Money,Android,P2P Transfer,39500,0,39500,Completed
TXN-VKPS-02888008,6-Jun-24,Thursday,Thu Hlaing,25-34,Male,Business Owner,Bago,Bago Township,KBZPay,Android,P2P Transfer,50500,0,50500,Completed
TXN-NULV-66346787,16-Jul-24,Tuesday,Phyu Aung,18-24,Male,Freelancer,Pathein,Pathein Township,Wave Money,Android,P2P Transfer,288500,0,288500,Completed
TXN-RFQH-21116980,14-Jun-24,Friday,Min Shwe,35-44,Female,Teacher,Myitkyina,Myitkyina Township,AYAPay,Android,P2P Transfer,88000,0,88000,Completed
TXN-AXNW-11094688,6-Feb-24,Tuesday,Myo Lay,55+,Female,Trader / Merchant,Taunggyi,Lawksawk,Wave Money,Android,P2P Transfer,173000,0,173000,Completed
TXN-WNAY-98600776,22-Mar-24,Friday,Kyaw San,45-54,Male,Business Owner,Bago,Bago Township,CB Pay,Android,P2P Transfer,258500,0,258500,Completed
TXN-YOTE-49494431,17-Mar-24,Sunday,Nge Myint,45-54,Female,Business Owner,Bago,Waw,AYAPay,Android,P2P Transfer,500000,0,500000,Completed
TXN-TNFQ-77123848,19-Jan-24,Friday,Daw Naing,25-34,Female,Government Employee,Taunggyi,Taunggyi Township,Wave Money,Android,P2P Transfer,382500,0,382500,Completed
TXN-ZSXM-84649098,7-Nov-24,Thursday,Thida Htay,45-54,Female,Private Sector Employee,Pathein,Maubin,CB Pay,Android,P2P Transfer,440000,0,440000,Completed
TXN-DEPN-44452767,15-Jan-24,Monday,Daw Min,18-24,Female,Private Sector Employee,Bago,Waw,Wave Money,Android,P2P Transfer,500000,0,500000,Completed
TXN-RIPE-84435644,7-Jul-24,Sunday,Thida Zaw,45-54,Female,Government Employee,Sittwe,Myebon,AYAPay,Android,P2P Transfer,106000,0,106000,Completed
TXN-IZJC-98009666,5-Jan-24,Friday,Su Hlaing,55+,Female,Private Sector Employee,Taunggyi,Hopong,KBZPay,Android,P2P Transfer,190500,0,190500,Completed
TXN-MMDB-01818425,15-Dec-24,Sunday,Phyu Aye,18-24,Female,Trader / Merchant,Taunggyi,Hopong,KBZPay,Android,P2P Transfer,223500,0,223500,Completed
TXN-NTIS-43451959,11-Apr-24,Thursday,Nan Htay,18-24,Female,Government Employee,Naypyitaw,Ottarathiri,AYAPay,Android,P2P Transfer,222500,0,222500,Completed
TXN-INAQ-99952698,6-Mar-24,Wednesday,Htet Kyaw,18-24,Male,Student,Bago,Waw,AYAPay,Android,P2P Transfer,94000,0,94000,Completed
TXN-GZEU-49722107,22-Dec-24,Sunday,Min Aung,25-34,Female,Trader / Merchant,Mawlamyine,Mawlamyine Township,OK Dollar,Android,P2P Transfer,182000,0,182000,Completed
TXN-IUSH-56775570,11-Dec-24,Wednesday,Pyae Wai,45-54,Male,Trader / Merchant,Dawei,Dawei Township,KBZPay,Android,P2P Transfer,30500,0,30500,Completed
TXN-NWDB-62183406,23-Jan-24,Tuesday,Nge Nge,18-24,Male,Student,Myitkyina,Waingmaw,KBZPay,Android,P2P Transfer,123500,0,123500,Completed
TXN-UDNY-65516350,25-Dec-24,Wednesday,Soe Thant,55+,Male,Teacher,Naypyitaw,Pobbathiri,AYAPay,Android,P2P Transfer,299500,0,299500,Completed
TXN-DPDC-22588889,20-Jul-24,Saturday,Shwe Kyaw,35-44,Male,Student,Naypyitaw,Pobbathiri,AYAPay,Android,P2P Transfer,277000,0,277000,Completed
TXN-ENON-14552534,7-Feb-24,Wednesday,Wai Lay,35-44,Female,Government Employee,Myitkyina,Myitkyina Township,Wave Money,Android,P2P Transfer,444500,0,444500,Completed
TXN-DHNX-75307697,5-Aug-24,Monday,Phyu Zaw,25-34,Female,Freelancer,Pathein,Maubin,AYAPay,Android,P2P Transfer,260000,0,260000,Completed
TXN-WZTW-97981078,16-Jun-24,Sunday,Kyaw Maung,45-54,Female,Business Owner,Naypyitaw,Dekkhina,AYAPay,Android,P2P Transfer,500000,0,500000,Completed
TXN-JYRT-09058827,24-Mar-24,Sunday,Phyu Soe,18-24,Male,Government Employee,Pathein,Pathein Township,AYAPay,Android,P2P Transfer,182000,0,182000,Completed
TXN-GHJG-33346693,16-Jul-24,Tuesday,Soe Thu,18-24,Male,Student,Sittwe,Ponnagyun,AYAPay,Android,P2P Transfer,124000,0,124000,Completed
TXN-NLLF-09507553,2-Nov-24,Saturday,Mg Hlaing,45-54,Male,Business Owner,Taunggyi,Hopong,AYAPay,Android,P2P Transfer,98000,0,98000,Completed
TXN-RWNX-22903711,23-Jun-24,Sunday,Htet Win,55+,Male,Private Sector Employee,Naypyitaw,Dekkhina,AYAPay,Android,P2P Transfer,500000,0,500000,Completed
TXN-DJDD-31484330,18-May-24,Saturday,Thu Oo,25-34,Female,Private Sector Employee,Myitkyina,Myitkyina Township,CB Pay,Android,P2P Transfer,87500,0,87500,Completed
TXN-RGKF-79736125,11-Jan-24,Thursday,Nan Phyo,45-54,Male,Government Employee,Naypyitaw,Pobbathiri,KBZPay,Android,P2P Transfer,218500,0,218500,Completed
TXN-MSML-40953463,2-Jun-24,Sunday,Yee Mon,25-34,Male,Business Owner,Taunggyi,Lawksawk,Wave Money,Android,P2P Transfer,167500,0,167500,Completed
TXN-NXYJ-77812623,28-Apr-24,Sunday,Mg Nyi,25-34,Female,Government Employee,Sittwe,Ponnagyun,KBZPay,Android,P2P Transfer,204000,0,204000,Completed
TXN-QZBO-70904231,2-Jan-24,Tuesday,Yee Phyo,35-44,Female,Government Employee,Pathein,Maubin,Wave Money,Android,P2P Transfer,388500,0,388500,Completed
TXN-KHZN-48832778,3-Nov-24,Sunday,Daw Kyaw,18-24,Male,Government Employee,Dawei,Dawei Township,Wave Money,Android,P2P Transfer,114000,0,114000,Completed
TXN-SSHI-47541091,8-Jan-24,Monday,Nge Khaing,18-24,Female,Trader / Merchant,Naypyitaw,Dekkhina,AYAPay,Android,P2P Transfer,158000,0,158000,Completed
TXN-VZKH-69428242,9-Mar-24,Saturday,Aye Htay,25-34,Male,Private Sector Employee,Bago,Tanatpin,Wave Money,Android,P2P Transfer,68500,0,68500,Completed
TXN-IOIR-14307860,25-Sep-24,Wednesday,Naing Wai,25-34,Male,Trader / Merchant,Myitkyina,Myitkyina Township,KBZPay,Android,P2P Transfer,281000,0,281000,Completed
TXN-VNBX-19830568,21-Feb-24,Wednesday,Aung Naing,18-24,Female,Factory Worker,Mawlamyine,Mudon,OK Dollar,Android,P2P Transfer,50000,0,50000,Completed
TXN-ARQC-92493136,19-Oct-24,Saturday,Nge Nyi,25-34,Female,Student,Pathein,Yegyi,Wave Money,Android,P2P Transfer,36500,0,36500,Completed
TXN-IDEG-90306657,9-Mar-24,Saturday,Mg Zin,35-44,Female,Government Employee,Myitkyina,Myitkyina Township,KBZPay,Android,P2P Transfer,322000,0,322000,Completed
